16:10:48.513 -> off_100ms,on_200ms,on_150ms,on_100ms,on_50ms,on_20ms,on_10ms
16:22:28.813 -> 10,626,473,319,163,68,35
16:22:29.422 -> 10,626,473,319,162,68,39
16:22:30.078 -> 10,626,472,319,163,69,37
16:22:30.687 -> 9,626,473,319,164,70,37
16:22:31.344 -> 6,626,473,317,163,70,37
16:22:31.953 -> 11,625,473,318,164,70,38
16:22:32.609 -> 9,627,473,319,163,69,38
16:22:33.218 -> 8,625,473,319,163,70,37
16:22:33.843 -> 10,626,474,319,163,69,38
16:22:34.452 -> 6,626,473,319,163,69,37
16:22:35.097 -> 10,627,473,318,164,71,39
16:22:35.753 -> 8,626,473,318,163,69,37
16:22:36.362 -> 10,625,472,319,162,69,39
16:22:37.010 -> 7,626,474,319,162,69,37
16:22:37.619 -> 7,626,474,319,163,67,37
16:22:38.275 -> 6,627,474,319,164,69,38
16:22:38.885 -> 7,626,473,319,163,68,37
16:22:39.541 -> 9,626,474,319,162,69,38
16:22:40.151 -> 10,626,474,319,163,70,38
16:22:40.775 -> 8,626,474,319,163,69,38
16:22:41.431 -> 6,626,474,319,163,69,38
16:22:42.038 -> 7,626,473,319,163,69,37
16:22:42.696 -> 7,626,473,319,161,70,37
16:22:43.305 -> 7,626,474,319,164,70,36
16:22:43.956 -> 6,626,473,319,164,70,39
16:22:44.597 -> 10,625,473,319,163,69,37
16:22:45.208 -> 7,627,473,318,163,70,35
16:22:45.864 -> 9,626,474,321,163,69,39
16:22:46.473 -> 6,627,474,319,164,69,37
16:22:47.129 -> 10,626,474,319,164,70,37
16:22:47.738 -> 6,627,474,319,163,68,37
16:22:48.394 -> 10,626,473,319,163,70,38
16:22:48.988 -> 9,626,474,319,163,67,38
16:22:49.644 -> 8,626,475,319,163,69,39
16:22:50.254 -> 6,626,473,319,163,69,38
16:22:50.901 -> 9,628,474,320,163,69,38
16:22:51.557 -> 10,627,474,319,163,70,37
16:22:52.167 -> 8,627,474,319,164,69,37
16:22:52.823 -> 8,627,474,319,163,70,38
16:22:53.432 -> 10,628,474,320,163,70,37
16:22:54.056 -> 9,625,474,319,163,70,35
16:22:54.666 -> 7,626,474,318,163,69,37
16:22:55.322 -> 8,626,474,319,162,69,37
16:22:55.931 -> 7,626,473,319,163,69,39
16:22:56.587 -> 10,626,475,319,164,70,38
16:22:57.196 -> 6,626,474,319,163,68,35
16:22:57.852 -> 9,627,475,322,163,69,39
16:22:58.461 -> 9,628,475,319,162,70,38
16:22:59.117 -> 8,627,475,319,163,69,37
16:22:59.727 -> 9,627,475,319,164,70,38
16:23:00.373 -> 7,628,474,319,163,70,37
16:23:01.014 -> 9,626,474,319,165,68,39
16:23:01.654 -> 7,628,475,319,163,69,37
16:23:02.284 -> 6,626,474,319,163,70,37
16:23:02.893 -> 10,626,474,320,164,69,39
16:23:03.549 -> 8,627,473,320,164,69,38
16:23:04.153 -> 11,627,473,320,162,70,37
16:23:04.811 -> 6,626,474,319,163,70,38
16:23:05.420 -> 7,627,474,319,164,70,38
16:23:06.076 -> 7,629,473,319,163,69,38
16:23:06.686 -> 7,628,475,320,162,70,38
16:23:07.342 -> 8,627,475,319,164,71,37
16:23:07.951 -> 10,626,475,319,164,67,38
16:23:08.560 -> 9,627,474,319,163,69,37
16:23:09.216 -> 6,627,474,319,164,71,37
16:23:09.826 -> 9,628,475,320,163,70,38
16:23:10.482 -> 9,628,475,320,164,70,38
16:23:11.091 -> 10,627,473,321,164,70,38
16:23:11.747 -> 10,628,475,319,163,70,36
16:23:12.358 -> 6,627,474,319,163,69,39
16:23:13.014 -> 10,627,475,320,163,69,39
16:23:13.638 -> 7,627,474,319,163,67,38
16:23:14.262 -> 10,627,474,319,163,69,38
16:23:14.882 -> 10,627,475,319,164,69,38
16:23:15.538 -> 8,627,474,318,163,70,39
16:23:16.147 -> 6,626,474,319,163,68,37
16:23:16.803 -> 8,627,474,319,164,68,37
16:23:17.404 -> 9,627,476,320,165,70,39
16:23:18.060 -> 7,627,474,319,163,69,39
16:23:18.669 -> 10,629,475,319,164,70,36
16:23:19.325 -> 9,628,474,320,164,70,35
16:23:19.934 -> 10,628,475,319,163,70,39
16:23:20.590 -> 7,628,475,320,164,69,38
16:23:21.199 -> 7,627,474,319,163,69,38
16:23:21.843 -> 7,626,475,319,164,71,39
16:23:22.499 -> 9,628,475,319,163,68,38
16:23:23.108 -> 6,628,474,319,162,69,37
16:23:23.764 -> 10,627,475,319,164,71,39
16:23:24.373 -> 7,628,474,318,165,70,39
16:23:24.982 -> 10,627,475,319,163,70,37
16:23:25.638 -> 10,628,475,319,163,70,37
16:23:26.247 -> 6,628,474,321,165,68,37
16:23:26.903 -> 9,627,474,319,163,68,37
16:23:27.513 -> 7,628,476,319,164,70,38
16:23:28.169 -> 6,628,475,320,165,69,36
16:23:28.778 -> 10,628,475,320,163,70,38
16:23:29.402 -> 6,629,475,320,163,69,39
16:23:30.073 -> 7,627,475,321,165,67,39
16:23:30.682 -> 10,627,476,319,165,71,37
16:23:31.338 -> 9,629,475,320,163,70,36
16:23:31.948 -> 10,628,476,319,165,68,37
16:23:32.592 -> 9,628,476,320,164,69,39
16:23:33.201 -> 7,629,476,321,162,68,36
16:23:33.857 -> 8,627,476,320,164,69,38
16:23:34.465 -> 10,629,475,319,163,69,39
16:23:35.121 -> 10,627,474,319,164,69,36
16:23:35.731 -> 10,628,476,321,163,68,37
16:23:36.387 -> 10,627,475,319,163,70,37
16:23:36.996 -> 10,628,475,319,163,70,37
16:23:37.653 -> 7,628,474,319,163,70,38
16:23:38.262 -> 10,628,476,319,164,70,37
16:23:38.918 -> 6,628,475,320,163,68,35
16:23:39.534 -> 10,629,476,321,164,69,38
16:23:40.143 -> 10,628,475,319,163,67,36
16:23:40.799 -> 10,628,476,321,163,67,38
16:23:41.410 -> 7,628,475,321,164,71,38
16:23:42.065 -> 10,629,475,320,164,68,39
16:23:42.675 -> 6,629,477,319,164,69,39
16:23:43.331 -> 8,630,475,320,164,69,37
16:23:43.940 -> 7,628,475,321,164,69,38
16:23:44.589 -> 8,628,476,321,164,70,37
16:23:45.183 -> 11,628,475,321,165,70,39
16:23:45.839 -> 6,628,475,320,164,69,37
16:23:46.478 -> 8,629,475,319,164,68,39
16:23:47.087 -> 10,628,474,319,163,69,38
16:23:47.743 -> 8,629,475,320,163,69,38
16:23:48.352 -> 10,629,476,320,164,70,39
16:23:49.000 -> 10,628,476,319,165,69,38
16:23:49.620 -> 7,628,476,319,163,69,39
16:23:50.276 -> 8,629,477,322,165,69,39
16:23:50.885 -> 9,629,476,319,163,70,39
16:23:51.494 -> 10,628,476,319,164,69,38
16:23:52.142 -> 8,629,475,320,164,68,36
16:23:52.798 -> 10,628,476,319,164,70,39
16:23:53.408 -> 8,627,476,319,165,71,38
16:23:54.063 -> 6,628,476,321,163,69,39
16:23:54.688 -> 8,629,476,320,163,70,38
16:23:55.297 -> 6,628,475,321,162,69,38
16:23:55.953 -> 10,629,476,319,163,70,38
16:23:56.562 -> 10,629,475,319,165,69,37
16:23:57.218 -> 11,628,475,322,166,69,38
16:23:57.827 -> 6,628,474,321,164,69,38
16:23:58.485 -> 7,628,475,320,164,70,37
16:23:59.094 -> 8,629,476,319,163,68,37
16:23:59.757 -> 9,629,477,319,165,69,38
16:24:00.362 -> 9,629,476,319,163,69,37
16:24:01.018 -> 7,628,476,321,164,69,38
16:24:01.627 -> 7,630,475,321,164,70,37
16:24:02.283 -> 7,628,475,322,164,69,39
16:24:02.871 -> 10,629,476,321,163,69,37
16:24:03.527 -> 10,629,475,321,163,70,37
16:24:04.136 -> 8,630,477,319,164,69,37
16:24:04.792 -> 10,628,475,319,164,69,37
16:24:05.399 -> 10,630,476,321,164,68,36
16:24:06.057 -> 8,630,476,321,165,69,37
16:24:06.666 -> 10,629,475,319,165,69,38
16:24:07.322 -> 10,628,475,321,164,68,38
16:24:07.931 -> 7,629,476,319,164,68,36
16:24:08.587 -> 7,629,476,320,164,68,38
16:24:09.196 -> 10,629,476,319,164,70,37
16:24:09.852 -> 6,629,477,319,163,68,38
16:24:10.462 -> 7,629,476,321,164,70,37
16:24:11.118 -> 6,629,475,321,164,70,37
16:24:11.727 -> 10,629,475,321,163,69,37
16:24:12.383 -> 10,629,476,321,164,69,37
16:24:12.994 -> 6,630,476,321,164,70,36
16:24:13.603 -> 10,630,477,321,164,69,37
16:24:14.259 -> 8,629,477,320,165,70,37
16:24:14.868 -> 8,631,477,320,163,70,37
16:24:15.524 -> 10,630,477,321,165,70,37
16:24:16.149 -> 6,630,477,322,164,69,36
16:24:16.805 -> 10,629,477,321,164,70,36
16:24:17.414 -> 8,630,476,321,164,67,37
16:24:18.061 -> 10,630,477,321,164,68,39
16:24:18.669 -> 9,631,477,322,164,70,39
16:24:19.325 -> 7,629,477,321,164,69,39
16:24:19.935 -> 11,629,477,322,164,70,39
16:24:20.591 -> 6,630,476,321,165,69,35
16:24:21.200 -> 6,630,477,322,163,71,39
16:24:21.856 -> 7,630,476,320,164,69,39
16:24:22.465 -> 10,629,476,321,164,70,38
16:24:23.121 -> 10,630,476,320,164,70,36
16:24:23.730 -> 7,631,475,321,164,71,38
16:24:24.339 -> 7,630,477,321,165,69,37
16:24:24.995 -> 10,630,476,319,166,70,39
16:24:25.604 -> 6,630,476,321,163,70,37
16:24:26.260 -> 8,630,475,321,165,69,37
16:24:26.869 -> 10,630,476,321,165,69,37
16:24:27.526 -> 7,630,476,321,164,69,37
16:24:28.135 -> 10,630,478,321,163,69,39
16:24:28.791 -> 6,630,476,320,165,70,39
16:24:29.400 -> 10,629,477,321,165,70,39
16:24:30.051 -> 6,630,477,320,164,69,37
16:24:30.660 -> 10,630,476,320,165,69,38
16:24:31.317 -> 7,630,477,321,165,69,35
16:24:31.927 -> 8,630,476,321,164,68,36
16:24:32.583 -> 8,630,477,321,164,71,39
16:24:33.192 -> 9,630,477,321,163,70,39
16:24:33.848 -> 10,630,476,321,164,69,39
16:24:34.457 -> 10,629,477,322,165,69,38
16:24:35.114 -> 10,630,476,321,164,71,38
16:24:35.723 -> 6,631,477,322,163,69,38
16:24:36.332 -> 6,632,476,322,165,69,39
16:24:36.988 -> 9,630,476,322,165,68,38
16:24:37.597 -> 6,630,476,322,164,69,37
16:24:38.253 -> 7,631,477,321,164,71,38
16:24:38.863 -> 8,632,477,321,165,69,37
16:24:39.519 -> 10,630,478,321,165,69,37
16:24:40.128 -> 10,630,477,321,164,70,38
16:24:40.784 -> 7,631,477,322,165,69,39
16:24:41.395 -> 10,631,477,321,164,70,38
16:24:42.051 -> 10,631,477,320,165,69,37
16:24:42.660 -> 10,631,476,322,163,71,37
16:24:43.316 -> 9,630,475,322,165,67,35
16:24:43.925 -> 7,631,478,321,165,70,39
16:24:44.582 -> 7,631,477,322,165,69,37
16:24:45.179 -> 9,631,478,323,163,71,37
16:24:45.835 -> 6,630,476,322,163,69,38
16:24:46.445 -> 10,630,477,322,165,70,37
16:24:47.101 -> 7,631,477,321,164,70,37
16:24:47.710 -> 6,631,478,321,163,68,38
16:24:48.367 -> 9,630,477,322,165,69,39
16:24:48.975 -> 7,631,476,322,163,70,36
16:24:49.626 -> 6,630,477,319,164,71,38
16:24:50.235 -> 8,631,478,322,165,68,38
16:24:50.891 -> 10,630,479,320,164,69,38
16:24:51.500 -> 10,632,478,321,163,67,38
16:24:52.156 -> 6,631,477,322,163,68,37
16:24:52.765 -> 6,631,478,322,165,69,37
16:24:53.390 -> 9,632,477,321,164,70,39
16:24:54.046 -> 6,630,477,322,164,70,38
16:24:54.655 -> 10,631,477,321,165,70,38
16:24:55.299 -> 6,630,477,322,165,70,37
16:24:55.908 -> 10,631,478,322,164,69,37
16:24:56.564 -> 8,632,478,321,163,71,37
16:24:57.174 -> 7,630,477,321,165,71,40
16:24:57.830 -> 7,632,478,322,166,70,38
16:24:58.439 -> 7,631,477,321,163,69,39
16:24:59.111 -> 6,632,477,321,165,70,39
16:24:59.721 -> 10,631,478,322,165,70,38
16:25:00.378 -> 6,631,477,321,165,68,38
16:25:00.987 -> 8,630,477,322,163,70,38
16:25:01.643 -> 10,630,476,321,165,71,39
16:25:02.239 -> 6,631,476,322,164,70,38
16:25:02.895 -> 6,632,477,322,165,69,37
16:25:03.504 -> 8,632,477,321,165,69,39
16:25:04.159 -> 10,632,479,322,165,71,39
16:25:04.771 -> 10,631,477,322,165,69,38
16:25:05.396 -> 6,632,479,322,164,70,37
16:25:06.052 -> 8,631,478,322,166,71,38
16:25:06.661 -> 9,630,478,321,165,70,39
16:25:07.317 -> 8,632,477,321,165,70,38
16:25:07.927 -> 6,631,477,321,165,69,37
16:25:08.536 -> 10,631,478,322,165,70,37
16:25:09.192 -> 6,631,478,323,165,68,37
16:25:09.801 -> 6,632,478,322,163,70,38
16:25:10.458 -> 8,632,477,322,164,69,38
16:25:11.067 -> 9,632,478,322,165,69,38
16:25:11.723 -> 9,632,477,321,165,71,39
16:25:12.334 -> 7,631,478,322,166,69,38
16:25:12.977 -> 7,632,478,321,164,70,37
16:25:13.633 -> 10,633,479,321,165,70,39
16:25:14.242 -> 8,632,477,322,164,71,38
16:25:14.898 -> 10,632,479,322,164,69,39
16:25:15.507 -> 7,632,478,322,164,70,37
16:25:16.116 -> 7,632,479,323,164,71,39
16:25:16.772 -> 7,632,478,322,164,69,38
16:25:17.382 -> 6,632,478,322,164,70,38
16:25:18.038 -> 7,631,478,322,165,70,38
16:25:18.647 -> 10,632,477,321,165,71,35
16:25:19.319 -> 8,633,478,323,165,70,38
16:25:19.928 -> 7,632,478,321,165,71,37
16:25:20.584 -> 10,632,477,322,165,70,37
16:25:21.193 -> 8,632,479,323,163,69,37
16:25:21.818 -> 7,632,478,323,165,69,38
16:25:22.470 -> 7,632,478,323,164,70,37
16:25:23.079 -> 7,631,478,322,165,71,39
16:25:23.726 -> 10,632,478,322,165,70,39
16:25:24.335 -> 9,632,479,322,167,69,37
16:25:24.991 -> 8,632,477,322,165,71,37
16:25:25.601 -> 8,633,478,323,165,70,38
16:25:26.257 -> 9,632,478,323,165,69,39
16:25:26.866 -> 6,633,479,323,165,70,38
16:25:27.522 -> 6,633,478,322,164,69,39
16:25:28.131 -> 10,632,478,322,164,70,38
16:25:28.788 -> 8,632,478,322,164,70,39
16:25:29.412 -> 10,632,478,322,165,70,39
16:25:30.022 -> 6,633,478,322,166,69,38
16:25:30.678 -> 8,632,479,323,165,70,38
16:25:31.287 -> 10,632,479,323,166,70,38
16:25:31.943 -> 7,632,478,323,165,70,37
16:25:32.541 -> 6,633,478,322,165,69,39
16:25:33.197 -> 10,633,479,323,165,70,39
16:25:33.807 -> 10,632,478,322,164,70,38
16:25:34.441 -> 7,632,479,324,164,69,38
16:25:35.078 -> 10,632,479,322,166,70,37
16:25:35.718 -> 8,632,479,322,165,70,37
16:25:36.328 -> 8,632,479,323,164,70,39
16:25:36.984 -> 8,632,478,322,166,70,39
16:25:37.593 -> 6,632,478,322,165,70,39
16:25:38.249 -> 8,633,478,322,163,69,37
16:25:38.858 -> 7,633,479,322,166,68,37
16:25:39.515 -> 9,632,478,322,165,69,37
16:25:40.124 -> 9,632,478,322,164,71,38
16:25:40.780 -> 7,632,478,323,165,70,39
16:25:41.389 -> 8,633,480,324,165,69,37
16:25:42.045 -> 10,632,479,322,165,70,39
16:25:42.654 -> 7,632,479,323,165,71,38
16:25:43.310 -> 7,633,479,323,165,69,39
16:25:43.920 -> 6,632,479,321,165,71,38
16:25:44.576 -> 6,634,479,323,165,71,37
16:25:45.185 -> 7,632,478,323,164,70,38
16:25:45.794 -> 10,632,479,322,165,70,39
16:25:46.450 -> 10,633,478,323,165,69,37
16:25:47.060 -> 6,635,480,322,165,70,37
16:25:47.716 -> 7,633,479,323,164,70,38
16:25:48.325 -> 10,634,479,323,166,70,38
16:25:48.981 -> 7,633,478,323,165,70,37
16:25:49.590 -> 10,634,479,322,165,72,37
16:25:50.246 -> 9,633,479,323,165,70,38
16:25:50.856 -> 10,633,478,323,165,71,38
16:25:51.512 -> 10,632,479,323,166,71,37
16:25:52.121 -> 8,634,479,323,164,69,36
16:25:52.777 -> 7,633,478,322,166,71,39
16:25:53.385 -> 6,634,480,322,165,69,37
16:25:54.041 -> 10,632,479,323,165,71,37
16:25:54.650 -> 7,633,479,323,165,70,38
16:25:55.306 -> 7,632,479,322,167,69,38
16:25:55.915 -> 10,633,478,323,164,70,37
16:25:56.571 -> 10,633,478,323,165,69,38
16:25:57.180 -> 10,633,479,323,165,68,38
16:25:57.790 -> 7,633,478,322,165,70,37
16:25:58.461 -> 10,634,479,323,165,71,38
16:25:59.070 -> 10,633,480,323,165,70,38
16:25:59.726 -> 8,633,479,323,166,69,37
16:26:00.335 -> 6,633,479,323,165,68,38
16:26:00.991 -> 7,633,479,323,165,70,39
16:26:01.589 -> 10,634,479,324,165,70,38
16:26:02.245 -> 10,633,479,323,165,71,35
16:26:02.854 -> 10,633,479,322,165,71,38
16:26:03.510 -> 7,633,479,322,165,69,36
16:26:04.119 -> 10,634,480,323,165,69,38
16:26:04.775 -> 6,634,479,323,165,70,37
16:26:05.385 -> 10,633,480,324,167,69,37
16:26:06.041 -> 10,634,479,323,165,69,37
16:26:06.650 -> 8,634,478,323,165,68,37
16:26:07.306 -> 7,634,479,323,165,70,38
16:26:07.915 -> 10,634,479,322,165,71,38
16:26:08.572 -> 8,633,479,324,165,70,37
16:26:09.181 -> 8,633,480,322,165,69,39
16:26:09.837 -> 9,634,480,323,165,71,37
16:26:10.446 -> 8,633,480,323,166,71,37
16:26:11.071 -> 10,634,479,323,165,70,37
16:26:11.727 -> 7,633,480,323,165,69,37
16:26:12.337 -> 8,633,479,323,166,70,39
16:26:12.947 -> 7,633,480,322,165,70,39
16:26:13.603 -> 10,633,480,323,165,71,38
16:26:14.212 -> 10,633,480,322,164,70,36
16:26:14.868 -> 8,634,479,323,165,69,39
16:26:15.478 -> 6,633,480,323,165,70,39
16:26:16.135 -> 6,634,478,323,164,70,37
16:26:16.744 -> 9,635,480,322,165,71,39
16:26:17.400 -> 6,635,479,323,167,69,39
16:26:18.009 -> 7,634,478,323,165,70,38
16:26:18.666 -> 9,633,479,323,165,70,38
16:26:19.274 -> 10,633,479,322,165,69,39
16:26:19.930 -> 10,635,480,322,164,71,38
16:26:20.539 -> 10,634,480,322,166,70,35
16:26:21.195 -> 10,634,479,322,165,70,38
16:26:21.804 -> 9,634,479,323,165,69,36
16:26:22.461 -> 8,633,480,323,165,70,37
16:26:23.070 -> 9,633,479,323,165,71,39
16:26:23.694 -> 6,634,479,323,164,70,38
16:26:24.320 -> 9,634,479,323,166,69,39
16:26:24.978 -> 10,633,479,322,165,69,38
16:26:25.587 -> 6,634,480,323,166,71,38
16:26:26.243 -> 10,633,479,324,165,69,38
16:26:26.852 -> 7,633,479,323,165,71,38
16:26:27.508 -> 9,635,479,324,165,71,39
16:26:28.118 -> 6,635,480,323,165,70,38
16:26:28.765 -> 9,635,480,324,166,69,37
16:26:29.374 -> 6,634,479,323,165,71,37
16:26:30.030 -> 6,634,481,323,165,70,39
16:26:30.640 -> 7,635,480,324,166,69,37
16:26:31.296 -> 6,635,480,323,165,69,37
16:26:31.905 -> 10,635,480,324,165,69,38
16:26:32.553 -> 8,636,479,324,166,71,36
16:26:33.163 -> 8,634,480,323,165,71,38
16:26:33.819 -> 10,635,480,324,165,70,37
16:26:34.429 -> 9,635,480,324,166,71,36
16:26:35.085 -> 6,635,480,323,166,69,38
16:26:35.694 -> 6,634,479,324,166,72,39
16:26:36.338 -> 9,635,480,323,165,70,39
16:26:36.947 -> 7,634,480,323,166,70,39
16:26:37.603 -> 7,634,480,325,166,71,37
16:26:38.225 -> 9,634,479,323,165,69,38
16:26:38.869 -> 8,634,480,322,165,70,37
16:26:39.478 -> 10,633,481,324,166,69,39
16:26:40.133 -> 9,635,480,323,166,71,38
16:26:40.743 -> 7,634,480,324,166,70,37
16:26:41.386 -> 6,634,480,324,165,69,39
16:26:42.043 -> 9,635,481,323,166,70,39
16:26:42.652 -> 7,635,480,323,165,68,38
16:26:43.299 -> 6,634,480,323,165,71,39
16:26:43.895 -> 7,634,480,323,165,70,39
16:26:44.553 -> 7,635,480,323,165,71,39
16:26:45.162 -> 7,636,480,323,165,69,39
16:26:45.818 -> 10,634,480,324,165,71,39
16:26:46.428 -> 10,634,479,323,165,69,37
16:26:47.084 -> 7,634,480,323,165,71,37
16:26:47.693 -> 6,635,479,323,166,71,38
16:26:48.349 -> 9,636,479,323,166,71,39
16:26:48.959 -> 10,634,480,324,167,70,38
16:26:49.615 -> 8,635,480,324,166,69,37
16:26:50.224 -> 10,634,480,326,166,69,39
16:26:50.868 -> 11,635,480,324,166,70,38
16:26:51.478 -> 7,636,480,325,166,69,36
16:26:52.134 -> 8,634,481,324,165,70,38
16:26:52.745 -> 6,635,480,323,165,70,37
16:26:53.401 -> 10,635,481,324,166,70,39
16:26:54.032 -> 7,635,481,323,165,70,37
16:26:54.633 -> 7,634,480,324,166,71,39
16:26:55.289 -> 10,634,480,323,165,70,39
16:26:55.898 -> 10,634,479,325,166,69,38
16:26:56.555 -> 7,637,480,323,165,69,38
16:26:57.164 -> 11,636,480,323,166,71,37
16:26:57.820 -> 7,635,482,323,165,71,35
16:26:58.429 -> 7,635,480,324,167,69,38
16:26:59.085 -> 9,636,480,324,166,71,38
16:26:59.694 -> 7,636,481,325,166,70,37
16:27:00.350 -> 9,636,481,325,166,70,39
16:27:00.959 -> 6,636,480,324,166,69,37
16:27:01.616 -> 10,636,481,324,166,71,39
16:27:02.225 -> 6,635,481,324,166,71,38
16:27:02.873 -> 6,637,481,323,166,71,36
16:27:03.482 -> 10,637,481,324,168,70,39
16:27:04.139 -> 8,636,480,323,166,70,38
16:27:04.763 -> 10,636,481,324,166,71,38
16:27:05.372 -> 8,636,481,325,166,71,36
16:27:06.028 -> 6,636,482,325,167,70,38
16:27:06.666 -> 10,635,480,323,165,69,38
16:27:07.275 -> 10,636,481,324,166,71,36
16:27:07.931 -> 8,636,480,323,165,70,37
16:27:08.540 -> 9,635,481,325,166,71,39
16:27:09.197 -> 9,635,480,323,165,69,37
16:27:09.804 -> 7,635,481,323,167,70,38
16:27:10.415 -> 10,635,480,324,165,68,39
16:27:11.070 -> 8,635,480,323,166,69,40
16:27:11.679 -> 7,636,480,323,165,71,39
16:27:12.335 -> 7,635,481,323,165,71,38
16:27:12.945 -> 10,634,480,323,164,69,39
16:27:13.601 -> 10,636,480,325,165,70,38
16:27:14.211 -> 7,635,481,324,164,69,37
16:27:14.867 -> 8,636,481,324,165,71,39
16:27:15.475 -> 9,635,480,324,166,71,39
16:27:16.124 -> 7,636,481,324,166,70,37
16:27:16.733 -> 8,636,480,324,165,71,39
16:27:17.389 -> 6,635,481,323,166,70,39
16:27:18.000 -> 7,636,481,324,166,69,38
16:27:18.656 -> 7,637,480,324,165,69,38
16:27:19.265 -> 7,636,480,323,167,69,38
16:27:19.923 -> 7,635,480,324,165,69,37
16:27:20.542 -> 10,636,482,323,167,70,37
16:27:21.186 -> 7,637,481,325,164,70,37
16:27:21.796 -> 6,636,481,325,166,71,39
16:27:22.452 -> 7,635,481,324,166,70,39
16:27:23.055 -> 9,636,481,325,166,70,38
16:27:23.712 -> 10,636,481,323,166,71,38
16:27:24.320 -> 7,635,480,325,165,71,36
16:27:24.978 -> 10,636,481,323,166,70,38
16:27:25.574 -> 10,637,481,325,167,69,38
16:27:26.221 -> 9,636,481,324,165,70,36
16:27:26.878 -> 6,636,480,325,166,70,39
16:27:27.485 -> 7,636,482,324,166,70,39
16:27:28.143 -> 10,636,481,323,167,71,39
16:27:28.754 -> 10,636,480,324,166,72,37
16:27:29.363 -> 9,636,481,324,165,72,37
16:27:30.019 -> 7,636,482,324,166,71,37
16:27:30.628 -> 7,637,481,324,166,69,37
16:27:31.285 -> 6,636,481,324,166,70,38
16:27:31.894 -> 10,636,482,325,166,71,39
16:27:32.550 -> 8,636,482,324,166,70,37
16:27:33.157 -> 8,636,481,325,165,70,39
16:27:33.814 -> 7,635,481,325,166,70,38
16:27:34.424 -> 8,636,481,324,167,69,39
16:27:35.079 -> 7,636,482,325,166,71,38
16:27:35.688 -> 6,637,481,325,167,71,38
16:27:36.336 -> 7,637,482,325,166,70,39
16:27:36.946 -> 10,636,481,325,167,70,38
16:27:37.602 -> 10,637,481,325,166,70,37
16:27:38.209 -> 10,637,482,325,167,70,38
16:27:38.854 -> 7,636,481,324,166,70,39
16:27:39.464 -> 8,637,482,324,166,70,39
16:27:40.120 -> 7,636,481,325,166,70,38
16:27:40.730 -> 10,636,481,325,166,72,38
16:27:41.381 -> 10,636,482,325,167,69,37
16:27:41.990 -> 8,636,481,326,167,71,37
16:27:42.634 -> 9,637,483,325,166,70,38
16:27:43.257 -> 7,636,482,325,166,71,38
16:27:43.915 -> 10,636,482,325,166,71,39
16:27:44.523 -> 10,636,481,325,167,70,38
16:27:45.178 -> 10,637,482,324,166,70,37
16:27:45.789 -> 8,636,481,325,167,71,37
16:27:46.445 -> 7,638,481,324,166,71,38
16:27:47.054 -> 8,636,481,325,166,71,39
16:27:47.710 -> 6,636,481,324,166,70,38
16:27:48.318 -> 8,638,482,325,166,71,38
16:27:48.976 -> 9,637,482,324,166,70,38
16:27:49.585 -> 9,637,482,325,167,70,38
16:27:50.241 -> 7,637,481,324,166,70,39
16:27:50.838 -> 6,637,482,325,165,70,38
16:27:51.494 -> 7,636,482,325,166,70,39
16:27:52.103 -> 10,636,482,325,167,70,39
16:27:52.759 -> 6,636,482,324,167,71,37
16:27:53.365 -> 6,636,481,324,166,70,39
16:27:54.024 -> 8,637,483,326,166,70,39
16:27:54.632 -> 8,637,482,325,166,70,39
16:27:55.277 -> 7,638,482,326,167,70,38
16:27:55.885 -> 8,637,482,325,166,71,37
16:27:56.542 -> 6,636,482,324,166,71,38
16:27:57.151 -> 8,637,482,325,167,71,39
16:27:57.807 -> 11,636,481,324,166,71,39
16:27:58.415 -> 10,636,481,325,167,70,38
16:27:59.073 -> 7,637,482,324,165,71,37
16:27:59.682 -> 6,638,482,325,167,71,38
16:28:00.340 -> 9,637,482,325,167,70,39
16:28:00.949 -> 6,638,483,325,166,68,37
16:28:01.573 -> 9,637,482,325,166,69,39
16:28:02.230 -> 7,638,483,324,167,71,39
16:28:02.868 -> 10,637,483,325,167,69,39
16:28:03.493 -> 10,637,481,325,166,69,37
16:28:04.103 -> 8,638,481,324,166,70,37
16:28:04.760 -> 7,636,481,325,166,70,39
16:28:05.369 -> 9,638,482,325,167,70,38
16:28:06.025 -> 7,638,483,325,167,70,39
16:28:06.636 -> 9,637,482,325,165,70,38
16:28:07.245 -> 9,637,482,326,166,71,39
16:28:07.901 -> 10,636,483,325,167,69,39
16:28:08.510 -> 7,637,482,324,166,71,38
16:28:09.166 -> 6,637,482,326,166,71,38
16:28:09.775 -> 7,638,482,324,165,70,39
16:28:10.423 -> 10,638,482,325,166,69,39
16:28:11.079 -> 7,637,481,325,166,71,37
16:28:11.688 -> 6,637,482,325,167,70,38
16:28:12.344 -> 9,637,482,326,166,71,39
16:28:12.953 -> 9,636,482,325,165,71,38
16:28:13.564 -> 7,638,482,325,167,70,39
16:28:14.220 -> 10,637,482,324,167,71,38
16:28:14.829 -> 7,638,482,325,165,68,39
16:28:15.485 -> 7,638,483,325,167,71,38
16:28:16.094 -> 7,638,482,325,167,71,39
16:28:16.751 -> 8,638,482,324,166,71,39
16:28:17.361 -> 7,638,483,325,167,71,39
16:28:18.011 -> 7,637,482,325,166,70,39
16:28:18.620 -> 6,637,483,325,166,69,38
16:28:19.276 -> 8,638,483,325,166,69,39
16:28:19.885 -> 7,638,483,325,167,71,39
